CODIGO_IES,AÑO,SEMESTRE,AUXILIAR,TECNICO,PROFESIONAL,DIRECTIVO,TOTAL
1704,2020,2,218,164,154,196,732
1705,2020,1,350,15,103,49,517
1705,2020,2,350,15,103,49,517
1706,2020,1,287,89,427,57,860
1706,2020,2,285,86,420,55,846
1707,2020,1,0,170,226,46,442
1707,2020,2,0,170,226,46,442
1708,2020,1,0,170,226,46,442
1709,2020,1,205,98,189,26,518
1709,2020,2,181,82,197,56,516
1710,2020,1,124,157,404,123,808
1710,2020,2,98,143,365,121,727
1711,2020,1,419,288,456,88,1251
1711,2020,2,419,288,456,88,1251
1712,2020,1,355,46,1407,346,2154
1712,2020,2,356,47,1407,348,2158
1713,2020,1,415,163,474,40,1092
1713,2020,2,415,163,474,40,1092
1714,2020,1,125,150,125,41,441
1714,2020,2,258,311,259,85,913
1715,2020,1,15,45,41,23,124
1715,2020,2,9,17,43,26,95
1716,2020,1,77,140,47,11,275
1716,2020,2,77,139,48,11,275
1717,2020,1,104,7,69,25,205
1717,2020,2,92,6,66,26,190
1719,2020,1,93,165,216,29,503
1719,2020,2,89,152,209,29,479
1720,2020,1,168,22,38,9,237
1720,2020,2,167,22,38,9,236
1722,2020,1,31,84,87,26,228
1722,2020,2,31,84,87,27,229
1723,2020,1,121,60,84,9,274
1723,2020,2,87,56,86,9,238
1724,2020,1,73,31,21,27,152
1724,2020,2,77,31,20,28,156
1725,2020,1,78,25,50,29,182
1725,2020,2,70,25,47,29,171
1726,2020,1,94,61,350,38,543
1726,2020,2,89,52,341,38,520
1727,2020,1,29,70,79,32,210
1727,2020,2,27,61,62,27,177
1728,2020,1,173,132,190,107,602
1728,2020,2,165,123,185,100,573
1729,2020,1,184,239,184,0,607
1729,2020,2,197,230,182,0,609
1730,2020,1,8,20,83,10,121
1730,2020,2,15,10,100,10,135
1732,2020,1,70,8,69,60,207
1732,2020,2,70,8,69,60,207
1733,2020,1,46,71,68,26,211
1733,2020,2,43,72,64,25,204
1734,2020,1,79,3,54,21,157
1734,2020,2,39,1,42,19,101
1735,2020,1,77,54,598,31,760
1735,2020,2,77,54,566,31,728
1801,2020,1,237,47,106,41,431
1801,2020,2,237,45,102,42,426
1802,2020,1,61,8,29,12,110
1802,2020,2,57,8,29,12,106
1803,2020,1,172,315,138,158,783
1803,2020,2,178,306,169,163,816
1805,2020,1,195,104,106,38,443
1805,2020,2,195,104,106,38,443
1806,2020,1,108,211,117,38,474
1806,2020,2,108,211,117,38,474
1807,2020,1,75,49,55,17,196
1807,2020,2,75,49,55,17,196
1808,2020,1,93,26,37,19,175
1808,2020,2,93,26,37,19,175
1809,2020,1,18,60,39,25,142
1809,2020,2,18,60,40,26,144
1810,2020,1,26,11,25,3,65
1810,2020,2,26,9,25,3,63
1811,2020,1,48,3,9,7,67
1811,2020,2,48,3,9,8,68
1812,2020,1,177,13,89,40,319
1812,2020,2,173,16,94,40,323
1813,2020,1,301,634,3282,88,4305
1813,2020,2,219,619,2236,86,3160
1815,2020,1,90,37,61,40,228
1815,2020,2,90,37,61,40,228
1816,2020,1,122,121,241,54,538
1816,2020,2,112,104,223,54,493
1817,2020,1,39,44,47,3,133
1817,2020,2,35,40,40,3,118
1818,2020,1,383,330,384,27,1124
1818,2020,2,210,215,224,21,670
1819,2020,1,16,18,22,1,57
1819,2020,2,13,16,19,1,49
1820,2020,1,38,53,59,3,153
1820,2020,2,34,51,52,3,140
1822,2020,1,7,8,24,10,49
1822,2020,2,7,8,24,10,49
1823,2020,1,21,185,162,78,446
1823,2020,2,27,176,163,74,440
1825,2020,1,96,24,79,5,204
1825,2020,2,95,23,76,5,199
1826,2020,1,257,0,267,52,576
1826,2020,2,230,0,208,57,495
1827,2020,1,20,112,31,19,182
1827,2020,2,37,106,284,22,449
1828,2020,1,199,78,220,215,712
1828,2020,2,177,93,217,129,616
1829,2020,1,195,104,106,38,443
1829,2020,2,195,104,106,38,443
1830,2020,1,49,349,267,17,682
1830,2020,2,48,301,261,16,626
1831,2020,1,59,139,112,26,336
1831,2020,2,57,137,104,20,318
1832,2020,1,150,60,90,30,330
1832,2020,2,150,60,90,30,330
1833,2020,1,192,35,102,13,342
1833,2020,2,126,40,91,17,274
1834,2020,1,94,84,88,13,279
1834,2020,2,52,149,44,21,266
1835,2020,1,89,89,100,38,316
1835,2020,2,64,108,88,33,293
2106,2020,1,507,981,1013,415,2916
2106,2020,2,602,1198,1063,437,3300
2110,2020,1,18,0,9,10,37
2110,2020,2,18,0,9,10,37
2114,2020,1,15,14,39,15,83
2114,2020,2,15,14,40,15,84
2207,2020,1,5,11,2,20,38
2207,2020,2,5,11,2,20,38
2208,2020,1,13,2,11,4,30
2208,2020,2,13,2,11,4,30
2209,2020,1,146,24,90,24,284
2209,2020,2,155,28,102,26,311
2211,2020,1,15,2,6,18,41
2211,2020,2,15,2,6,18,41
2301,2020,1,62,14,31,20,127
2301,2020,2,72,15,34,19,140
2302,2020,1,24,18,31,29,102
2302,2020,2,24,18,31,29,102
2701,2020,1,101,13,45,32,191
2701,2020,2,101,13,45,32,191
2702,2020,1,93,0,102,38,233
2702,2020,2,90,0,99,38,227
2704,2020,1,20,43,39,22,124
2704,2020,2,19,38,41,25,123
2707,2020,1,30,46,123,24,223
2707,2020,2,30,46,123,24,223
2708,2020,1,155,149,164,17,485
2708,2020,2,157,147,170,17,491
2709,2020,1,199,160,157,41,557
2709,2020,2,190,156,156,39,541
2710,2020,1,5,46,17,23,91
2710,2020,2,5,40,17,25,87
2711,2020,1,49,7,42,5,103
2711,2020,2,49,7,42,5,103
2712,2020,1,51,20,86,3,160
2712,2020,2,49,20,82,3,154
2713,2020,1,75,43,97,23,238
2713,2020,2,71,44,88,20,223
2715,2020,1,106,40,635,41,822
2715,2020,2,40,18,357,42,457
2719,2020,1,112,38,60,44,254
2719,2020,2,100,38,42,43,223
2720,2020,1,91,37,44,3,175
2720,2020,2,66,22,55,2,145
2721,2020,1,24,31,56,36,147
2721,2020,2,19,30,43,32,124
2723,2020,1,123,4,95,54,276
2723,2020,2,75,1,46,99,221
2724,2020,1,82,33,51,31,197
2724,2020,2,82,33,51,31,197
2725,2020,1,198,13,544,70,825
2725,2020,2,193,8,620,69,890
2727,2020,1,0,79,103,17,199
2727,2020,2,0,57,93,17,167
2728,2020,1,112,142,224,130,608
2728,2020,2,86,159,223,132,600
2730,2020,1,5,20,18,10,53
2730,2020,2,5,18,18,11,52
2731,2020,1,90,35,602,310,1037
2731,2020,2,90,35,602,310,1037
2732,2020,1,38,26,205,19,288
2732,2020,2,43,26,262,23,354
2733,2020,1,0,0,59,2,61
2733,2020,2,0,0,59,2,61
2736,2020,1,9,7,15,4,35
2736,2020,2,7,8,14,4,33
2737,2020,1,43,50,48,33,174
2737,2020,2,33,58,44,34,169
2738,2020,1,12,6,87,9,114
2738,2020,2,12,6,87,9,114
2739,2020,1,3,3,16,4,26
2740,2020,1,0,1,1,9,11
2740,2020,2,0,1,1,9,11
2741,2020,1,4,3,12,7,26
2741,2020,2,2,3,11,8,24
2743,2020,1,56,13,50,7,126
2743,2020,2,37,13,49,7,106
2744,2020,1,51,101,14,27,193
2744,2020,2,97,33,41,12,183
2746,2020,1,17,26,251,12,306
2746,2020,2,17,26,251,12,306
2747,2020,1,137,48,67,35,287
2747,2020,2,140,50,65,34,289
2749,2020,1,27,6,32,7,72
2749,2020,2,28,6,31,7,72
2805,2020,1,243,1,293,49,586
2805,2020,2,157,48,288,49,542
2810,2020,1,296,67,39,53,455
2811,2020,1,24,145,98,30,297
2811,2020,2,17,127,98,29,271
2812,2020,1,2,156,155,16,329
2812,2020,2,3,164,173,16,356
2813,2020,1,69,22,37,16,144
2813,2020,2,69,22,36,16,143
2815,2020,1,142,23,218,5,388
2815,2020,2,78,33,160,4,275
2818,2020,1,12,15,17,3,47
2818,2020,2,12,15,17,3,47
2820,2020,1,81,0,66,5,152
2820,2020,2,80,0,70,5,155
2822,2020,1,1,0,5,5,11
2822,2020,2,1,0,5,4,10
2825,2020,1,84,37,54,37,212
2825,2020,2,55,23,54,37,169
2827,2020,1,42,2,78,9,131
2827,2020,2,19,2,73,9,103
2828,2020,1,29,35,40,23,127
2828,2020,2,29,35,40,23,127
2829,2020,1,449,142,1482,190,2263
2829,2020,2,381,123,1509,175,2188
2830,2020,1,85,33,72,35,225
2830,2020,2,83,31,53,28,195
2831,2020,1,10,54,48,5,117
2831,2020,2,10,54,48,5,117
2832,2020,1,83,6,71,55,215
2832,2020,2,83,6,71,55,215
2833,2020,1,170,20,130,75,395
2833,2020,2,140,17,121,70,348
2834,2020,1,28,101,31,46,206
2834,2020,2,27,96,31,46,200
2836,2020,1,15,1,16,2,34
2836,2020,2,6,1,13,2,22
2837,2020,1,70,18,81,15,184
2837,2020,2,70,18,81,15,184
2838,2020,1,13,24,58,6,101
2838,2020,2,17,20,51,5,93
2840,2020,1,42,18,23,19,102
2840,2020,2,41,15,21,19,96
2841,2020,1,94,27,145,11,277
2841,2020,2,89,16,148,27,280
2842,2020,1,3,10,39,7,59
2842,2020,2,3,10,39,7,59
2847,2020,1,45,20,65,38,168
2847,2020,2,45,20,65,38,168
2848,2020,1,59,26,32,25,142
2848,2020,2,55,48,38,22,163
2849,2020,1,27,35,46,26,134
2849,2020,2,25,32,43,26,126
2850,2020,1,78,0,99,14,191
2850,2020,2,79,0,99,14,192
2901,2020,1,20,37,32,4,93
2901,2020,2,17,34,21,4,76
2902,2020,1,2,4,16,5,27
2903,2020,1,6,16,47,7,76
2903,2020,2,6,16,47,7,76
2904,2020,1,24,52,56,4,136
2904,2020,2,23,52,63,4,142
2905,2020,1,20,35,40,30,125
2905,2020,2,20,35,40,30,125
2906,2020,1,8,21,41,18,88
2906,2020,2,8,21,41,18,88
3102,2020,1,14,6,19,2,41
3102,2020,2,14,6,19,2,41
3103,2020,1,1,2,3,1,7
3103,2020,2,1,2,3,1,7
3104,2020,1,14,3,13,6,36
3104,2020,2,13,3,13,12,41
3107,2020,1,43,6,16,12,77
3107,2020,2,58,7,21,13,99
3114,2020,1,73,146,45,4,268
3114,2020,2,73,146,45,4,268
3117,2020,1,8,4,22,9,43
3117,2020,2,8,4,22,9,43
3201,2020,1,23,4,52,19,98
3201,2020,2,0,4,50,19,73
3204,2020,1,43,8,29,14,94
3204,2020,2,45,8,28,13,94
3301,2020,1,52,47,16,44,159
3301,2020,2,51,46,16,44,157
3302,2020,1,56,15,80,53,204
3302,2020,2,56,15,80,53,204
3303,2020,1,11,3,14,13,41
3303,2020,2,11,3,14,13,41
3702,2020,1,5,13,37,0,55
3702,2020,2,1,5,18,0,24
3703,2020,1,4,21,28,4,57
3703,2020,2,6,12,32,4,54
3705,2020,1,71,0,62,21,154
3705,2020,2,63,0,54,21,138
3706,2020,1,8,57,23,1,89
3706,2020,2,6,47,23,1,77
3710,2020,1,17,30,24,13,84
3710,2020,2,20,23,20,17,80
3713,2020,1,24,50,22,10,106
3713,2020,2,37,36,15,15,103
3715,2020,1,10,21,53,5,89
3715,2020,2,11,20,40,5,76
3716,2020,1,4,4,33,7,48
3716,2020,2,4,4,33,7,48
3718,2020,1,11,22,30,5,68
3718,2020,2,9,16,31,9,65
3719,2020,1,2,17,17,2,38
3719,2020,2,2,15,16,2,35
3720,2020,1,19,149,36,14,218
3720,2020,2,16,132,33,12,193
3801,2020,1,6,8,8,7,29
3801,2020,2,6,8,9,7,30
3803,2020,1,10,9,9,12,40
3803,2020,2,10,9,9,12,40
3807,2020,1,0,2,0,4,6
3807,2020,2,0,2,0,4,6
3809,2020,1,2,3,9,3,17
3809,2020,2,2,3,9,3,17
3812,2020,1,15,8,13,4,40
3812,2020,2,8,7,7,5,27
3817,2020,1,4,18,29,7,58
3817,2020,2,4,18,29,7,58
3821,2020,1,20,31,55,5,111
3821,2020,2,27,16,21,25,89
3822,2020,1,5,1,7,2,15
3822,2020,2,5,1,7,2,15
3826,2020,1,11,16,18,7,52
3826,2020,2,11,16,18,7,52
3831,2020,1,81,57,62,38,238
3831,2020,2,64,40,58,38,200
3902,2020,1,28,48,57,3,136
3902,2020,2,28,48,57,3,136
4101,2020,1,75,35,25,2,137
4101,2020,2,78,36,27,2,143
4107,2020,1,4,3,7,4,18
4107,2020,2,2,4,5,4,15
4108,2020,1,24,28,35,11,98
4108,2020,2,24,28,35,11,98
4109,2020,1,13,3,16,8,40
4109,2020,2,13,3,16,8,40
4110,2020,1,38,6,28,9,81
4110,2020,2,38,6,28,9,81
4111,2020,1,7,11,14,2,34
4111,2020,2,7,11,14,2,34
4112,2020,1,8,2,5,3,18
4112,2020,2,8,2,5,3,18
4701,2020,1,25,14,12,9,60
4702,2020,1,66,6,150,4,226
4702,2020,2,66,6,150,4,226
4709,2020,1,19,16,131,5,171
4709,2020,2,19,16,131,5,171
4710,2020,1,1,0,0,7,8
4710,2020,2,1,0,0,7,8
4714,2020,1,10,0,6,5,21
4714,2020,2,10,0,6,5,21
4719,2020,1,4,0,26,5,35
4719,2020,2,4,0,26,5,35
4721,2020,1,10,3,21,9,43
4721,2020,2,6,3,21,9,39
4727,2020,1,68,56,91,14,229
4727,2020,2,60,36,52,10,158
4801,2020,1,6,4,10,9,29
4801,2020,2,6,4,10,9,29
4803,2020,1,1,2,6,6,15
4803,2020,2,1,2,6,6,15
4810,2020,1,17,16,21,14,68
4810,2020,2,2,13,12,12,39
4811,2020,1,5,3,11,2,21
4811,2020,2,5,3,11,2,21
4813,2020,1,411,198,142,33,784
4813,2020,2,411,198,142,33,784
4817,2020,1,0,5,5,5,15
4817,2020,2,0,5,4,5,14
4822,2020,1,22,36,13,23,94
4822,2020,2,20,24,12,18,74
4835,2020,1,8,13,35,4,60
4835,2020,2,4,10,35,4,53
4837,2020,1,15,7,19,3,44
4837,2020,2,15,7,19,3,44
5802,2020,1,369,55,46,47,517
5802,2020,2,369,55,46,47,517
9102,2020,1,92,44,58,16,210
9102,2020,2,92,44,58,16,210
9103,2020,1,19,4,41,8,72
9103,2020,2,19,4,41,8,72
9104,2020,1,52,18,48,13,131
9104,2020,2,52,18,48,13,131
9105,2020,1,227,117,108,18,470
9105,2020,2,227,116,108,18,469
9107,2020,1,10,6,40,21,77
9107,2020,2,10,6,40,21,77
9116,2020,1,9,41,37,14,101
9116,2020,2,9,41,37,14,101
9117,2020,1,2,2,6,3,13
9117,2020,2,1,1,5,2,9
9119,2020,1,69,26,153,68,316
9119,2020,2,65,8,103,57,233
9120,2020,1,10,2,5,22,39
9120,2020,2,10,2,5,22,39
9121,2020,1,9,0,15,3,27
9121,2020,2,9,0,15,3,27
9122,2020,1,33,0,43,5,81
9122,2020,2,33,0,41,5,79
9124,2020,1,4,2,12,13,31
9124,2020,2,4,2,13,14,33
9125,2020,1,1,0,1,0,2
9125,2020,2,1,0,1,0,2
9126,2020,1,0,1,4,3,8
9126,2020,2,0,1,4,3,8
9128,2020,1,12,14,22,8,56
9128,2020,2,12,14,22,8,56
9129,2020,1,10,42,25,10,87
9129,2020,2,10,41,30,10,91
9131,2020,1,14,6,13,10,43
9131,2020,2,17,6,13,10,46
9900,2020,1,7,8,10,2,27
9900,2020,2,7,7,10,2,26
9904,2020,1,11,16,28,13,68
9904,2020,2,11,16,28,13,68
9905,2020,1,12,5,13,6,36
9905,2020,2,6,2,14,5,27
9906,2020,1,13,14,4,9,40
9906,2020,2,14,15,5,8,42
9907,2020,1,6,28,56,28,118
9907,2020,2,20,8,80,32,140
9913,2020,1,43,59,41,5,148
9914,2020,1,0,2,5,7,14
9914,2020,2,0,2,5,7,14
9915,2020,1,12,8,45,5,70
9915,2020,2,12,8,57,6,83
9919,2020,1,1,1,1,1,4
9919,2020,2,1,1,1,1,4
9920,2020,1,0,0,2,2,4
9920,2020,2,0,0,2,2,4
9921,2020,1,2,0,5,4,11
9921,2020,2,2,0,5,6,13
9922,2020,1,9,0,3,9,21
9922,2020,2,9,0,3,9,21
9924,2020,1,0,0,3,1,4
9924,2020,2,0,0,3,1,4
9926,2020,1,30,158,7,6,201
9926,2020,2,41,190,7,7,245
9927,2020,1,2,2,23,7,34
9927,2020,2,3,2,22,17,44
9930,2020,2,6,16,47,7,76
9933,2020,1,1,1,18,8,28
9933,2020,2,1,1,18,8,28
9934,2020,1,16,10,11,3,40
9934,2020,2,16,10,11,3,40
1101,2021,1,945,306,489,143,1883
1101,2021,2,995,306,447,107,1855
1102,2021,1,327,130,73,52,582
1102,2021,2,338,126,73,57,594
1103,2021,1,93,49,37,21,200
1103,2021,2,96,49,36,21,202
1104,2021,1,92,56,30,21,199
1104,2021,2,92,58,32,18,200
1105,2021,1,126,23,55,37,241
1105,2021,2,124,23,56,37,240
1106,2021,1,51,250,106,422,829
1106,2021,2,51,250,106,422,829
1107,2021,1,3,28,11,59,101
1107,2021,2,3,28,11,59,101
1108,2021,1,3,24,14,54,95
1108,2021,2,3,24,14,54,95
1109,2021,1,3,15,4,22,44
1109,2021,2,3,15,4,22,44
1110,2021,1,146,161,111,222,640
1110,2021,2,146,161,111,222,640
1111,2021,1,197,82,102,15,396
1111,2021,2,194,80,106,15,395
1112,2021,1,263,83,92,24,462
1113,2021,1,84,95,165,68,412
1113,2021,2,84,95,165,68,412
1114,2021,1,117,13,43,27,200
1114,2021,2,117,13,43,27,200
1115,2021,1,226,29,173,9,437
1115,2021,2,233,25,173,11,442
1117,2021,1,252,233,210,32,727
1117,2021,2,208,265,453,30,956
1118,2021,1,127,25,60,32,244
1118,2021,2,127,25,60,32,244
1119,2021,1,53,14,11,24,102
1119,2021,2,53,14,11,24,102
1121,2021,1,87,22,18,21,148
1121,2021,2,85,18,25,16,144
1122,2021,1,35,0,107,15,157
1122,2021,2,35,0,107,15,157
1124,2021,1,2,2,4,4,12
1124,2021,2,3,2,4,4,13
1125,2021,1,3,3,5,3,14
1125,2021,2,3,3,5,3,14
1126,2021,1,1,1,3,4,9
1126,2021,2,1,1,3,3,8
1201,2021,1,820,150,589,177,1736
1201,2021,2,820,150,589,177,1736
1202,2021,1,24,58,83,38,203
1203,2021,1,462,510,318,10,1300
1203,2021,2,464,502,317,11,1294
1204,2021,1,444,115,389,101,1049
1204,2021,2,439,112,370,100,1021
1205,2021,1,419,61,159,62,701
1205,2021,2,370,157,164,126,817
1206,2021,1,374,85,468,44,971
1206,2021,2,368,92,430,44,934
1207,2021,1,196,118,112,71,497
1207,2021,2,196,118,112,71,497
1209,2021,1,129,3,74,7,213
1209,2021,2,147,3,83,11,244
1210,2021,1,130,8,252,6,396
1210,2021,2,177,17,268,6,468
1212,2021,1,83,98,38,39,258
1212,2021,2,83,98,38,39,258
1213,2021,1,1,103,136,58,298
1213,2021,2,1,103,135,60,299
1214,2021,1,154,114,83,38,389
1214,2021,2,169,134,88,40,431
1215,2021,1,31,8,8,1,48
1215,2021,2,36,9,8,1,54
1216,2021,1,15,3,10,1,29
1216,2021,2,16,5,11,1,33
1217,2021,1,130,15,25,40,210
1217,2021,2,0,0,0,0,0
1218,2021,1,74,80,62,61,277
1218,2021,2,74,97,42,60,273
1219,2021,1,5,0,2,1,8
1219,2021,2,5,0,2,1,8
1220,2021,1,1,0,1,1,3
1220,2021,2,1,0,1,1,3
1221,2021,1,3,1,2,1,7
1221,2021,2,3,1,2,1,7
1222,2021,1,1,0,1,1,3
1222,2021,2,1,0,1,1,3
1223,2021,2,2,0,1,1,4
1701,2021,1,777,39,913,214,1943
1701,2021,2,767,202,919,38,1926
1702,2021,1,37,269,293,91,690
1702,2021,2,37,269,293,91,690
1704,2021,1,219,150,157,190,716
1704,2021,2,321,155,227,128,831
1705,2021,1,350,15,103,49,517
1705,2021,2,350,15,103,49,517
1706,2021,1,295,90,442,53,880
1706,2021,2,298,86,462,57,903
1707,2021,1,0,178,216,34,428
1707,2021,2,0,178,216,34,428
1708,2021,1,0,178,216,34,428
1709,2021,1,175,71,196,51,493
1709,2021,2,176,72,209,51,508
1710,2021,1,239,35,450,110,834
1710,2021,2,337,93,253,100,783
1711,2021,1,304,273,441,83,1101
1711,2021,2,278,263,416,83,1040
1712,2021,1,410,48,1507,354,2319
1712,2021,2,321,83,877,17,1298
1713,2021,1,417,170,498,40,1125
1713,2021,2,417,170,498,40,1125
1714,2021,1,442,34,482,28,986
1714,2021,2,447,68,493,46,1054
1715,2021,1,12,18,45,30,105
1715,2021,2,31,12,53,32,128
1716,2021,1,53,189,359,41,642
1716,2021,2,54,189,362,44,649
1717,2021,1,75,7,78,26,186
1717,2021,2,93,15,73,26,207
1719,2021,1,88,152,209,29,478
1719,2021,2,83,152,207,30,472
1720,2021,1,44,91,85,9,229
1720,2021,2,118,10,40,27,195
1722,2021,1,19,68,88,29,204
1722,2021,2,22,69,101,30,222
1723,2021,1,90,47,79,9,225
1723,2021,2,104,48,80,9,241
1724,2021,1,63,14,21,38,136
1724,2021,2,57,28,30,43,158
1725,2021,1,69,39,35,27,170
1725,2021,2,4,55,40,25,124
1726,2021,1,70,49,328,36,483
1727,2021,1,27,60,70,37,194
1727,2021,2,30,61,65,34,190
1728,2021,1,165,119,199,104,587
1728,2021,2,178,109,200,109,596
1729,2021,1,86,262,219,4,571
1729,2021,2,70,280,191,4,545
1730,2021,1,8,20,83,10,121
1730,2021,2,8,13,85,10,116
1732,2021,1,70,8,69,60,207
1732,2021,2,70,8,69,60,207
1733,2021,1,46,73,64,27,210
1733,2021,2,43,73,68,27,211
1734,2021,1,39,1,42,19,101
1734,2021,2,39,1,42,19,101
1735,2021,1,71,74,442,44,631
1735,2021,2,66,56,471,49,642
1801,2021,1,187,48,120,41,396
1801,2021,2,201,48,128,42,419
1802,2021,1,63,14,32,11,120
1802,2021,2,54,12,34,11,111
1803,2021,1,166,238,178,167,749
1803,2021,2,162,292,187,152,793
1805,2021,1,195,104,106,38,443
1805,2021,2,195,104,106,38,443
1806,2021,1,111,210,117,39,477
1806,2021,2,104,180,110,30,424
1807,2021,1,75,49,55,17,196
1807,2021,2,75,49,55,17,196
1808,2021,1,93,26,37,19,175
1808,2021,2,93,26,37,19,175
1809,2021,1,14,63,39,25,141
1809,2021,2,12,66,40,21,139
1810,2021,1,28,10,24,3,65
1810,2021,2,28,9,22,3,62
1811,2021,1,47,3,9,8,67
1811,2021,2,46,3,9,8,66
1812,2021,1,172,16,120,38,346
1812,2021,2,181,13,136,44,374
1813,2021,1,126,599,2259,91,3075
1813,2021,2,171,574,2998,90,3833
1815,2021,1,90,37,61,40,228
1815,2021,2,122,6,25,73,226
1816,2021,1,106,92,228,54,480
1816,2021,2,104,88,230,52,474
1817,2021,1,35,42,39,3,119
1817,2021,2,38,39,40,3,120
1818,2021,1,321,287,315,26,949
1818,2021,2,299,270,318,26,913
1819,2021,1,16,17,21,1,55
1819,2021,2,13,14,20,1,48
1820,2021,1,38,52,51,2,143
1820,2021,2,34,52,50,3,139
1822,2021,1,7,8,24,10,49
1822,2021,2,7,8,24,10,49
1823,2021,1,25,172,155,78,430
1823,2021,2,25,171,162,79,437
1824,2021,1,68,61,588,15,732
1824,2021,2,70,54,596,16,736
1825,2021,1,93,27,74,5,199
1825,2021,2,105,24,74,5,208
1826,2021,1,1,1,1,1,4
1826,2021,2,1,1,1,1,4
1827,2021,1,34,101,265,20,420
1827,2021,2,36,106,310,22,474
1828,2021,1,204,78,180,129,591
1828,2021,2,178,64,296,133,671
1829,2021,1,195,104,106,38,443
1830,2021,1,53,289,263,15,620
1830,2021,2,55,280,266,14,615
1831,2021,1,166,28,117,23,334
1831,2021,2,160,28,111,20,319
1832,2021,1,150,60,90,30,330
1832,2021,2,150,60,90,30,330
1833,2021,1,129,32,96,16,273
1833,2021,2,149,37,103,17,306
1834,2021,1,170,27,53,21,271
1834,2021,2,201,12,31,57,301
1835,2021,1,57,100,84,36,277
1835,2021,2,55,118,89,35,297
2102,2021,1,21,80,132,62,295
2102,2021,2,20,74,127,62,283
2104,2021,2,159,48,441,46,694
2106,2021,1,996,1621,381,401,3399
2106,2021,2,996,1621,381,401,3399
2110,2021,1,16,0,9,10,35
2110,2021,2,16,0,9,10,35
2114,2021,1,15,14,40,15,84
2114,2021,2,16,16,45,16,93
2207,2021,1,5,11,2,20,38
2207,2021,2,5,11,2,20,38
2208,2021,1,13,2,11,4,30
2208,2021,2,13,2,11,4,30
2209,2021,1,143,24,91,26,284
2209,2021,2,139,24,88,25,276
2211,2021,1,15,2,6,18,41
2211,2021,2,15,2,6,18,41
2301,2021,1,66,15,33,20,134
2301,2021,2,67,15,34,19,135
2302,2021,1,24,18,31,29,102
2302,2021,2,24,18,31,29,102
2701,2021,1,101,13,45,32,191
2701,2021,2,101,13,45,32,191
2702,2021,1,81,8,76,36,201
2702,2021,2,92,0,96,40,228
2704,2021,1,22,38,39,24,123
2704,2021,2,22,38,39,24,123
2707,2021,1,30,46,123,24,223
2707,2021,2,30,46,123,24,223
2708,2021,1,166,159,144,17,486
2708,2021,2,176,165,180,17,538
2709,2021,1,323,64,180,28,595
2709,2021,2,277,108,149,28,562
2710,2021,1,5,39,30,29,103
2710,2021,2,5,39,30,29,103
2711,2021,2,47,10,50,6,113
2712,2021,1,43,20,83,3,149
2712,2021,2,45,19,79,3,146
2713,2021,1,65,9,199,57,330
2713,2021,2,48,78,85,25,236
2715,2021,1,52,0,21,34,107
2719,2021,1,107,47,47,43,244
2719,2021,2,69,62,56,45,232
2720,2021,1,63,22,54,3,142
2720,2021,2,66,26,51,3,146
2721,2021,1,27,9,49,36,121
2721,2021,2,47,3,53,38,141
2723,2021,1,75,1,46,95,217
2723,2021,2,81,2,49,96,228
2724,2021,1,72,30,43,29,174
2724,2021,2,71,29,46,31,177
2725,2021,1,193,8,620,69,890
2725,2021,2,199,0,278,74,551
2727,2021,1,0,50,92,16,158
2727,2021,2,0,50,90,16,156
2728,2021,1,91,163,228,129,611
2728,2021,2,91,163,228,129,611
2730,2021,1,5,17,22,11,55
2730,2021,2,5,17,23,11,56
2731,2021,1,90,35,602,310,1037
2731,2021,2,90,35,602,310,1037
2732,2021,1,47,28,281,24,380
2732,2021,2,53,25,278,22,378
2736,2021,1,9,7,1,11,28
2736,2021,2,9,7,1,11,28
2737,2021,1,30,59,44,33,166
2737,2021,2,30,59,44,33,166
2738,2021,1,8,6,77,8,99
2738,2021,2,11,8,71,8,98
2739,2021,1,3,3,16,4,26
2739,2021,2,3,3,16,4,26
2740,2021,1,0,1,1,9,11
2740,2021,2,0,1,1,9,11
2741,2021,1,2,4,12,7,25
2741,2021,2,2,4,5,8,19
2743,2021,1,38,13,49,8,108
2743,2021,2,31,30,60,35,156
2744,2021,1,109,44,32,14,199
2744,2021,2,99,40,42,11,192
2746,2021,1,17,26,251,12,306
2746,2021,2,17,26,251,12,306
2747,2021,1,153,53,76,33,315
2747,2021,2,150,55,85,36,326
2749,2021,1,19,6,40,7,72
2749,2021,2,17,8,42,7,74
2805,2021,1,173,43,261,53,530
2805,2021,2,206,1,286,65,558
2810,2021,1,149,16,150,41,356
2810,2021,2,155,17,154,40,366
2811,2021,1,14,121,94,29,258
2811,2021,2,21,134,90,29,274
2812,2021,1,171,3,190,18,382
2812,2021,2,201,1,198,16,416
2813,2021,1,69,22,36,16,143
2813,2021,2,69,22,36,16,143
2815,2021,1,78,33,160,4,275
2815,2021,2,78,33,160,4,275
2818,2021,1,12,15,17,3,47
2818,2021,2,12,15,17,3,47
2820,2021,1,73,0,68,5,146
2820,2021,2,70,0,64,5,139
2822,2021,1,1,0,4,2,7
2822,2021,2,1,0,4,2,7
2823,2021,2,101,28,45,19,193
2825,2021,1,51,44,81,37,213
2827,2021,1,35,5,91,9,140
2827,2021,2,33,33,81,7,154
2828,2021,1,29,35,40,23,127
2828,2021,2,29,35,40,23,127
2829,2021,1,452,295,1051,180,1978
2829,2021,2,511,329,1140,195,2175
